,Country Name,Country Code,Year,Agricultural land (sq. km),Agricultural land (% year difference),Electric power consumption (kWh per capita),Electric power consumption (% year difference),GDP per capita growth (annual %),GDP per capita growth (% year difference),Livestock production index (2004-2006 = 100),Livestock production index (% year difference),Ores and metals exports (% of merchandise exports),Ores and metals exports (% year difference),Urban population,Urban population (% year difference),Crop production index (2004-2006 = 100),Crop production index (% year difference),Food production index (2004-2006 = 100),Food production index (% year difference),Forest area (% of land area),Forest area (% year difference)
3553,Cambodia,KHM,2003,51000.0,0.020000000000000018,51.4928132133981,0.023195150712134627,6.66229775873592,0.44214891141970103,92.94,0.03485135285602925,0.0202021111400465,32.777554737754436,2434572.0,0.02360895047973033,84.74,0.23276112889147504,86.26,0.18537859007832913,62.6387944708815,-0.014527629233511696
3566,Low Income Countries,LIC,2003,5162616.69921875,0.008392349421750378,1768.1417274015896,0.04268341553299004,1.7509372029822,1.2477563382240686,95.77359336317308,0.03428471857083437,2.37469594576106,0.03927548723179308,129019345.0,0.04015910887241514,94.073899611016,0.010411578984188097,94.99775232168751,0.020088033656459947,26.88895662599,-0.0050012658153237854
3586,Middle Income Countries,MIC,2003,29368089.8580042,-0.003350385961884861,1160.11229795339,0.07021274703241764,4.09036860646144,0.3581828712644104,92.75624199200293,0.039990217582046794,3.78464127717192,0.01854491022769711,2073245508.0,0.027247331606987224,92.56240058719929,0.04366577676165284,92.91903972584869,0.04578640996883254,33.4772901156916,-0.0011056617595915919
3610,New Zealnd,NZL,2003,118580.0,-0.019919001570377737,9407.03218116806,-0.012556716095754816,2.51971289519044,-0.12435281736897741,97.51,0.060929169840060915,3.82614950086545,-0.08052070060304162,3472292.0,0.020641862726395344,91.74,-0.03553406223717415,96.42,0.05227545563680014,38.6062070966731,0.0008665086336434591
3663,Thailand,THA,2003,195540.0,-0.0068566204479658666,1713.6209082138098,0.05938213606632314,6.390964575981539,0.21248521583896274,106.59,0.060913705583756306,0.99624515974345,-0.11256954278029596,22554369.0,0.04355249736432576,101.55,0.06368492720226238,103.72,0.06237836730513169,32.226898922713296,-0.010945131319636703
3681,United States of America,USA,2003,4139250.0,0.002084422752890669,13307.4920085002,0.000850598235140998,1.98092583421372,1.4696625371131864,99.09,0.002427921092564622,2.06699030333168,0.05172192748610982,230876596.0,0.01084195646161401,92.33,0.043866591294516644,95.66,0.0166861515570198,33.2101343113671,0.0008031838726778595
3687,Vietnam,VNM,2003,95370.0,0.008672659968270713,433.199059809927,0.14736968732328393,5.902507607557252,0.11617134332155477,85.16,0.0778382483229969,0.524988940830841,0.03222521937677447,21474148.0,0.03239890033977,92.21,0.042156419529837175,91.89,0.04207303243365845,40.432805495533295,0.023592381726410316
3693,South Africa,ZAF,2003,979280.0,-0.001020116701350604,4559.77453036649,0.00683586663999991,1.69682703239221,-0.29238211666667546,91.23,0.040725530458590065,19.154638386256305,0.7005623367382372,27305501.0,0.02189502304900781,99.74,-0.02321026344138677,96.9,0.004665629860031162,7.61773652408313,0.0
3703,Argentina,ARG,2004,1343450.0,0.026447183946028296,2293.30936850936,0.05181909001189422,7.884937564972861,0.027146588964879204,93.64,0.08732001857872729,3.9388132698277096,0.3041508520324858,34588886.0,0.012570476399161201,90.66,-0.016702819956616155,92.2,0.01889711570339281,11.1524508735918,-0.010850504685161688
3707,Australia,AUS,2004,4401100.0,0.0013879408418657757,10554.8158232062,0.011494285950388594,2.85614767681814,0.6577498177319714,97.32,-0.03634023170610956,17.2140291993245,0.06627171424074141,17000206.0,0.013100361213576939,100.44,0.553596287703016,100.3,0.19064577397910742,16.6461866888822,-0.0018732292130128059
3711,Belgium,BEL,2004,13913.0004882813,-0.0006463887195172768,8576.22349653402,0.019534567301330075,3.12391751574548,4.072526502025585,103.75,0.004939945757458375,2.55220880309482,0.19047573277097718,10144977.0,0.004894725028680824,108.78,0.10966030806895843,104.23,0.03198019801980201,22.2199474017245,0.002055291430054007
3723,Brazil,BRA,2004,2721320.0,0.013644033389329957,1956.1593594086496,0.039258760450158636,4.49707707823583,-37.58048965710432,96.3,0.07477678571428581,8.57259651916579,0.05158875194795298,151843988.0,0.016000612474904585,98.99,0.03665305267567276,97.44,0.03428510773803217,60.97552804810639,-0.005673592820212847
3729,Canada,CAN,2004,675510.0,0.0002369141926408247,17264.7367438144,0.0032665921103087747,2.94899823916982,0.024110671515076065,97.82,0.06534524068830327,5.52232083230976,0.23356260914784155,25566897.0,0.010358398689891857,97.78,0.07853518641076551,97.68,0.10111599594183307,38.2273937676431,-0.00013006361611789252
3733,Chile,CHL,2004,159350.0,0.033063209076175104,3064.44513699088,0.057510265723132115,6.10283936667567,1.0303339318488898,94.15,0.0730567586049693,53.4398428513838,0.2832939996481081,13888984.0,0.011130014259504994,95.67,0.015605095541401326,94.95,0.034539115275659116,21.5194500278968,0.0026067490316703523
3749,Germany,DEU,2004,170130.0,0.0007058408328921573,7108.962524476991,0.014156905069275139,1.2118853400525,-2.5769766806617023,100.18,0.009879032258064635,2.32824756050244,0.08990093188131865,62529997.0,0.0024551254220035457,107.03,0.2672270897466258,103.42,0.09277261200338116,32.6232187401439,0.0006423609523027451
3775,United Kingdom,GBR,2004,170510.0,0.005602736494456195,6138.754137188161,-0.005797467581872273,1.7931556595978302,-0.361082270908029,98.9,-0.006329749824173558,2.8069216511184,0.23019875871492435,47767769.0,0.009381708240576048,101.33,0.0214717741935484,99.67,0.005650287559277656,12.431695522077696,0.004475367945660169
3789,High Income Countries,HIC,2004,13268469.5059869,-0.0013397205326934891,9086.71629387134,0.014603993505773571,2.60636485754173,0.714801857197515,98.8440335012066,-0.0029760574100632375,3.0161348897521503,0.15067343825755763,864730250.0,0.011490091556559667,104.147336111701,0.12612335329732205,101.08595085649,0.055083308097617634,28.6966840591984,0.00037953057708484117
3803,India,IND,2004,1803750.0,0.0006990330043439297,451.611550105773,0.049080632571249394,6.19365344839693,0.016401836886151377,95.85,0.046168958742632604,5.4627035906057095,0.5130494563825385,326495067.0,0.028057657102816158,94.12,-0.029390533154583842,94.74,-0.017015978418759126,22.617189996266603,0.006945117927322553
3817,Cambodia,KHM,2004,52300.0,0.025490196078431282,55.7151285477354,0.0819981483015706,8.56458798940518,0.2855306531706552,95.37,0.026145900581020065,0.0072995346803209,-0.6386746598056732,2489816.0,0.022691462811533114,78.36,-0.07528911966013685,82.23,-0.046719220959888674,61.7153863584863,-0.014741792529619269
3830,Low Income Countries,LIC,2004,5181906.09985352,0.0037363611824385856,1902.781105524635,0.07614739024394135,3.33831937808394,0.9065900092808055,100.292713816873,0.047185453683077805,2.59315224081021,0.09199337516834705,134185604.0,0.040042514554697206,96.8230082432245,0.029222862489763246,97.5371448012011,0.02673107960401544,26.753465832322195,-0.005038901120352324
3850,Middle Income Countries,MIC,2004,29473563.964726,0.003591452737708556,1239.8706331010198,0.06875052983089258,6.4428008414058615,0.57511497404619,96.0626533952859,0.035646241506507303,4.38616934200229,0.15893925494567962,2129139042.0,0.026959438129408486,96.4585360623474,0.042091988220181564,96.01459821742701,0.03331457686940742,33.4407185873341,-0.0010924279782238422
3874,New Zealnd,NZL,2004,118900.0,0.0026986001011974903,9666.2996941896,0.0275610317928503,2.49914941431875,-0.008161041248366474,100.92,0.03497077222848932,4.02602915617499,0.05224041958222703,3526736.0,0.015679556903624547,101.65,0.1080226727708744,101.18,0.04936735117195612,38.6396270377597,0.0008656623791845064
3927,Thailand,THA,2004,195550.0,5.114043162524062e-05,1827.2398439154802,0.06630342519577503,5.56085499427724,-0.12988799606619772,92.08,-0.1361290927854396,1.1532224920144298,0.15756897861506713,23508150.0,0.04228808174593568,101.13,-0.004135893648449018,100.1,-0.034901658310836914,31.870265997205898,-0.011066312224538799
3945,United States of America,USA,2004,4115210.0,-0.005807815425499796,13388.5897105591,0.006094138700748264,2.84268064178576,0.4350262855318321,97.93,-0.011706529417701006,2.4483708463262595,0.1845100784361935,233532722.0,0.011504526859881459,103.82,0.12444492580959587,100.53,0.050909471043278254,33.2367901597045,0.0008026419913718108
3951,Vietnam,VNM,2004,97955.99609375,0.027115404149627764,483.95900254820396,0.11717463736082134,6.550976322472921,0.1098632577932479,90.15,0.05859558478158777,0.7004230476066651,0.334167242643596,22163653.0,0.032108607987613835,97.69,0.0594295629541266,96.34,0.048427467624333476,41.3035766117328,0.021536252692029967
3957,South Africa,ZAF,2004,976080.0,-0.003267706886692312,4589.9050592695,0.006607898856040295,3.28903250223969,0.9383428242552021,94.33,0.033980050422010244,22.1778683372852,0.1578327865065885,27898739.0,0.021725951851240488,100.31,0.005714858632444475,98.19,0.013312693498451988,7.61773652408313,0.0
3967,Argentina,ARG,2005,1377975.0,0.025698760653541264,2408.4325246662397,0.0501995752242137,7.729475204615822,-0.0197163717627451,102.39,0.09344297308842364,3.2324778091504105,-0.17932697294588817,35015695.0,0.012339483844608257,106.07,0.16997573350981687,104.41,0.1324295010845986,11.030113019742801,-0.010969593610915207
3971,Australia,AUS,2005,4451490.0,0.011449410374678948,10458.4501931865,-0.009130015306172079,1.85103126483629,-0.35191332021794786,101.47,0.042642827784628023,20.5872282173975,0.19595638993138031,17250330.0,0.014712998183669113,96.5,-0.03922739944245324,98.03,-0.022632103688933203,16.614946044804302,-0.0018767447861655073
3975,Belgium,BEL,2005,13830.0,-0.005965678528596974,8509.99707308703,-0.00772209626693543,1.76045591851488,-0.43645889827703366,98.85,-0.04722891566265064,2.63369167834791,0.03192641415321651,10206487.0,0.006063099009490092,100.89,-0.07253171538885828,99.04,-0.04979372541494764,22.265522199703803,0.002051075871393193
3987,Brazil,BRA,2005,2724325.9375,0.0011045880308084843,2015.79992356084,0.030488601997242126,2.02630740411568,-0.5494167947615909,100.89,0.047663551401869286,9.605449093699539,0.12048304993995651,154176524.0,0.015361398437454099,97.95,-0.01050611172845739,99.4,0.02011494252873569,60.6276037491595,-0.005705966148786712
3993,Canada,CAN,2005,675690.0,0.0002664653373007919,16948.2752209397,-0.018329936191357254,4.00887792153475,0.3594032944093244,101.72,0.0398691474136168,5.91464767112109,0.07104383296890693,25834340.0,0.010460518536919095,102.52,0.04847617099611368,101.59,0.04002866502866498,38.2224245643321,-0.0001299906381586613
3997,Chile,CHL,2005,158850.0,-0.003137747097583965,3095.64751193572,0.010182063489470483,4.64670086980279,-0.23860016778813986,98.04,0.04131704726500263,56.836786382205496,0.06356574700768847,14043851.0,0.01115034764241929,100.71,0.05268109125117593,99.61,0.04907846234860447,21.5753986725101,0.002599910524700766
4013,Germany,DEU,2005,170310.0,0.0010580144595309093,7138.2214852918505,0.004115784928407917,0.7790581211054641,-0.3571519554220248,100.24,0.0005989219405069246,2.5718483321935,0.1046283805140078,62660267.0,0.002083320106348374,99.45,-0.07082126506586939,99.56,-0.03732353509959385,32.6413579538938,0.0005560215837190352
4039,United Kingdom,GBR,2005,169560.0,-0.0055715207319219084,6270.98405949047,0.02154018866813212,2.4737118100297795,0.37952987895350065,99.9,0.010111223458038499,2.92556665110685,0.04226872522116065,48269624.0,0.010506142750773995,101.02,-0.003059311161551337,99.93,0.002608608407745683,12.487083040548901,0.004455347090253303
4053,High Income Countries,HIC,2005,13317175.0049916,0.003670769939420948,9250.80258966737,0.018057820943160552,2.14155426490312,-0.17833673259276905,99.7968953154488,0.009640053936392334,3.21295576388237,0.06525599196473375,874626098.0,0.011443855468222575,99.6853383016369,-0.04284312951872793,99.4168012826915,-0.016512181560899286,28.7074841389057,0.0003763528805285077
4067,India,IND,2005,1801260.0,-0.001380457380457334,468.025752795706,0.03634584342691993,6.231948516451252,0.0061829529813672846,99.83,0.041523213354199395,7.24032768138463,0.3254110462511506,335503762.0,0.02759213204284028,99.9,0.06141096472588181,100.03,0.05583702765463383,22.7731830121856,0.006897099769898274
4081,Cambodia,KHM,2005,53560.0,0.024091778202676828,66.7502727645175,0.19806369480647357,11.484915561238699,0.3409770061847821,100.56,0.05441962881409235,0.0149958880936133,1.0543621957220504,2545033.0,0.02217714080076605,105.31,0.3439254721796836,104.07,0.2655964976286025,60.7919782460911,-0.014962364604369505
4094,Low Income Countries,LIC,2005,5255189.20043945,0.014142112800539008,2001.92485827727,0.05210465484693727,3.6162503482918704,0.08325475747843258,103.919297934008,0.036159995867265815,2.82214243615762,0.0883057275788266,139655502.0,0.04076367238321632,101.212098203582,0.04533106376257057,102.144188047724,0.0472337308613342,26.6179345728055,-0.005065932779182325
4114,Middle Income Countries,MIC,2005,29356792.020413,-0.003961921417197978,1312.33206691389,0.05844273739401196,5.72990156933429,-0.11065052135245146,100.21068809421499,0.043180513470312265,4.60458522680541,0.049796500721381864,2185928155.0,0.026672336507744143,99.86263411846308,0.03529079120499379,100.05866396272499,0.04211927998844622,33.4034906069076,-0.0011132530040967037
4138,New Zealnd,NZL,2005,117120.0,-0.014970563498738487,9673.67377053146,0.000762864444011857,2.16169586522086,-0.1350273605749488,98.75,-0.021502179944510535,4.35706265759235,0.08222332441622604,3569251.0,0.012055056006460285,101.25,-0.003935071323167838,99.03,-0.021249258746787958,38.6730469788462,0.0008649136559688575
4191,Thailand,THA,2005,196100.0,0.0028125799028382303,1914.80124285443,0.047920035911279024,3.5174868262381,-0.3674557545812651,100.42,0.09057341442224165,1.24527220344794,0.07981955960009013,24472850.0,0.04103683190723206,98.08,-0.030159201028379323,98.03,-0.020679320679320656,31.513633071698397,-0.01119014587260636
4209,United States of America,USA,2005,4117840.0,0.0006390925371972944,13704.5770481407,0.02360124138634201,2.56350240639679,-0.09820949679862434,99.71,0.018176248340651346,2.8519358159727104,0.16483000124429426,236200507.0,0.011423602556219103,100.0,-0.03679445193604314,99.3,-0.012235153685467015,33.2634425971849,0.0008018956509439068
4215,Vietnam,VNM,2005,100540.99609375,0.026389400374490446,569.9568572683149,0.17769656988981275,6.55963535512021,0.0013217926948665415,100.67,0.11669439822518024,0.574884456949496,-0.17923252395267764,22870388.0,0.03188711716430492,99.4,0.01750435049646848,100.24,0.04048162756902629,42.1743477279324,0.021082220660576967
4221,South Africa,ZAF,2005,974830.0,-0.0012806327350217694,4636.93010035526,0.010245318907150525,3.98201745708991,0.21069568463623467,99.57,0.055549666065938696,22.445896600182294,0.012085393366976005,28506195.0,0.021773600591768583,106.0,0.05672415511913065,102.85,0.04745900804562586,7.61773652408313,0.0
4231,Argentina,ARG,2006,1411040.0,0.02399535550354681,2374.09747110948,-0.014256182477654367,6.95554738176538,-0.10012682651317306,103.96,0.015333528664908558,4.27550991312942,0.3226726262517323,35439470.0,0.01210243006743128,103.26,-0.02649193928537752,103.39,-0.00976917919739484,10.913914254080696,-0.010534684953283913
4235,Australia,AUS,2006,4349250.0,-0.022967590626958634,10490.48454191,0.003063011070643107,1.2892596739831002,-0.30349114114119213,101.21,-0.002562333694688168,25.108354660524306,0.21960831226935995,17531121.0,0.01627742773616503,103.06,0.06797927461139897,101.67,0.03713149036009389,16.499616000416502,-0.006941343298786373
4239,Belgium,BEL,2006,13800.0,-0.002169197396963085,8683.671285001321,0.02040825753789477,1.8781869981259,0.06687533517473021,97.41,-0.014567526555386956,3.5417544991244103,0.34478706381686997,10279407.0,0.007144475861283084,90.33,-0.10466845078798692,96.72,-0.02342487883683364,22.311756128994002,0.002076480797329472
4251,Brazil,BRA,2006,2727840.0,0.0012898832887906497,2072.36264721709,0.02805969133897679,2.8347540947357004,0.39897534252599853,102.81,0.019030627415997703,10.8149422906563,0.12591740221184433,156447985.0,0.014732859070035742,103.06,0.0521694742215415,103.17,0.03792756539235409,60.4295707537801,-0.0032663833490557126
4257,Canada,CAN,2006,659540.0,-0.023901493288342235,16508.3395520223,-0.025957548079810433,3.11869305442541,-0.22205337367034206,100.47,-0.01228863546991743,8.08019088920754,0.3661322429499816,26126316.0,0.011301856366371377,99.7,-0.027506827936012446,100.73,-0.008465400137808832,38.2163969138429,-0.00015769932331366476
4261,Chile,CHL,2006,158000.0,-0.005350960025180984,3222.4150607074394,0.040950252986798,5.20045134165797,0.11917067342419263,107.81,0.09965320277437772,63.11615479793861,0.11048070827767753,14202578.0,0.011302241813872849,103.63,0.028994141594677725,105.44,0.05852826021483781,21.626236838317105,0.0023563024989095016
4277,Germany,DEU,2006,169460.0,-0.00499089894897542,7212.437447687571,0.010396982294348822,3.93175422981199,4.0468047547375905,99.58,-0.006584197924979995,3.26275438929749,0.26864183570060063,62753557.0,0.0014888222547790875,93.51,-0.05972850678733033,97.02,-0.025512253917235883,32.659440238586804,0.0005539685180544485
4303,United Kingdom,GBR,2006,178380.0,0.052016985138004346,6200.5541127704,-0.011231083678722054,2.03555035598562,-0.1771271221924937,101.2,0.013013013013013053,3.18052236387761,0.08714746344073232,48798541.0,0.010957553760932548,97.65,-0.03335973074638676,100.4,0.004703292304613305,12.5184974895889,0.002515755596241842
4317,High Income Countries,HIC,2006,13160056.2157598,-0.011798207140246153,9264.105696666491,0.0014380489552312525,2.3531479271282203,0.09880378269783052,100.765606757985,0.009706829450697896,4.05141502830931,0.26096196961448026,884816158.0,0.011650761420567646,96.99751251871271,-0.026963100378825322,99.62064178617149,0.0020503627239059075,28.7187730802037,0.0003932403565347631
4331,India,IND,2006,1799060.0,-0.0012213672651366636,509.214054753734,0.08800434957263281,6.4032845150854,0.02749316657251777,104.32,0.04497645998196931,7.65739383032174,0.057603214562983895,344622641.0,0.0271796624444407,105.98,0.06086086086086073,105.23,0.05198440467859644,22.913168389843893,0.006146939476286084
4345,Cambodia,KHM,2006,53550.0,-0.0001867064973860577,80.725885979583,0.2093716270549013,9.091523382637213,-0.2083944079379325,104.06,0.03480509148766897,0.0277887236180014,0.8530895565856169,2600254.0,0.021697557556228153,116.33,0.1046434336720159,113.7,0.09253387143268954,60.070244784585284,-0.011872182520269003
4358,Low Income Countries,LIC,2006,5262955.79833984,0.0014778912050854576,2072.36264721709,0.03518503137047513,2.74517925550286,-0.2408768776753687,105.871425312638,0.018785032399561308,3.60706802054751,0.2781311015111536,145400419.0,0.04113634563427371,104.538108722518,0.03286178804678008,105.383620724599,0.03171431227552035,26.4762950930796,-0.005321204744060282
4378,Middle Income Countries,MIC,2006,29394108.99894389,0.0012711531459208558,1416.47443734402,0.07935672156136042,6.65460792675306,0.1613825902992263,103.985496437625,0.03766871992597287,5.1359364230841695,0.11539610412367218,2242809925.0,0.026021793017255046,103.507770042853,0.03650149985094364,103.80311529779499,0.03742255979417153,33.3836028833422,-0.0005953786027766972
4402,New Zealnd,NZL,2006,113750.0,-0.028773907103825103,9700.09080915739,0.0027308176037941223,1.5979397012324097,-0.26079346917326485,100.33,0.016000000000000014,5.438289168206509,0.2481549143504007,3615494.0,0.012955939495429059,97.1,-0.04098765432098772,99.79,0.007674442088256184,38.6487395441685,-0.0006285368383566192
4455,Thailand,THA,2006,197000.0,0.004589495155532974,2005.2562630317104,0.04723990049350357,4.3357618963498386,0.23263059978162626,107.51,0.07060346544513041,1.5148112336151,0.21644988896472106,25451682.0,0.03999664934815517,100.79,0.027630505709624886,101.87,0.039171682138120945,31.571962271110202,0.0018509195458071837
4473,United States of America,USA,2006,4092148.125,-0.0062391630077904825,13583.266959338702,-0.008851793701904587,1.867955513984,-0.27132679519908764,102.35,0.026476782669742294,3.6186600721543,0.2688434472779615,238999326.0,0.011849335276828965,96.18,-0.0381999999999999,100.18,0.008862034239677907,33.3499521661398,0.002600740097846055
4479,Vietnam,VNM,2006,100780.0,0.0023771786190296407,645.209019312072,0.13203133023861668,5.98566940392919,-0.08749967339922382,109.19,0.0846329591735373,0.6880646329895529,0.19687464963068213,23598140.0,0.03182071069367076,102.92,0.03541247484909449,103.42,0.03172386272944938,42.852259797182896,0.01607403802955587
4485,South Africa,ZAF,2006,968880.0,-0.006103628324938715,4721.93348249153,0.01833182305891512,4.27778333648354,0.07427538492254082,106.11,0.06568243446821342,28.5809038403264,0.2733242226596677,29131012.0,0.02191863908880154,93.69,-0.11613207547169813,98.96,-0.03782207097715118,7.61773652408313,0.0
4495,Argentina,ARG,2007,1440330.0,0.020757738972672746,2455.656576487,0.03435373078402093,7.92423813871991,0.13926880283988052,107.57,0.034724894190073075,3.85692914238041,-0.09790195304275018,35861110.0,0.011897469121293192,117.67,0.1395506488475693,113.93,0.10194409517361458,10.7977154884185,-0.01064684612294342
4499,Australia,AUS,2007,4254490.0,-0.02178766453986325,10972.8917398068,0.04598521602787353,3.1976384554408104,1.4802128849356424,104.36,0.031123406777986418,27.4463829681218,0.093117543511259,17666387.0,0.007715764439707007,62.79,-0.3907432563555211,86.21,-0.15206058817743684,16.3842859560288,-0.0069898623328439324
4503,Belgium,BEL,2007,13669.000244140601,-0.009492735931840524,8614.679503468009,-0.007945001517097539,2.91837518224168,0.5538256761194198,98.07,0.006775485063135189,3.69299029194747,0.04270081194516684,10360589.0,0.007897537280117328,95.35,0.055574006420901156,97.41,0.007133995037220897,22.3579920739762,0.0020722683017369015
4515,Brazil,BRA,2007,2716380.0,-0.004201126165757518,2167.60658365478,0.04595910689935967,4.9747046742876515,0.7548981350890227,107.66,0.04717439937749246,11.0491938723909,0.02165999368641902,158660052.0,0.014139312820168337,112.28,0.08946244905880074,110.88,0.07473102646118046,60.231534019530706,-0.0032771494448684546
4521,Canada,CAN,2007,652823.984375,-0.010182878407678064,16683.1336593286,0.010588230679134947,5.83579337659199,0.8712304400431548,102.54,0.020603165123917577,9.395077594706839,0.16272965868362754,26441461.0,0.012062358887491076,97.54,-0.021664994984954777,100.43,-0.002978258711406667,38.21037269987061,-0.00015763427373516326
4525,Chile,CHL,2007,157320.0,-0.004303797468354409,3339.464537472181,0.03632352585239129,3.79033938890592,-0.271151840505922,108.68,0.008069752342083403,65.0473391242418,0.030597306386704437,14364739.0,0.011417715854121768,96.89,-0.06503908134710024,102.06,-0.03205614567526549,21.677075004124106,0.0023507633892607682
4541,Germany,DEU,2007,169500.0,0.00023604390416620546,7229.08991294766,0.002308854029011931,3.1218782235001896,-0.20598337509781917,102.15,0.025808395260092487,3.30492783987509,0.01292572027975436,62833410.0,0.0012724856377464011,95.38,0.019997861191316302,100.51,0.03597196454339313,32.6784638770184,0.0005824851342406401
4567,United Kingdom,GBR,2007,176470.0,-0.010707478416862926,6102.396767722779,-0.015830415034272516,1.63605845082763,-0.19625744162175474,101.01,-0.001877470355731159,4.1219243724335985,0.29598974660510025,49351705.0,0.011335666777414488,92.58,-0.05192012288786485,98.14,-0.022509960159362574,12.549910929491501,0.002509361840646429
4581,High Income Countries,HIC,2007,13074735.9163997,-0.0064832777277900044,9356.82012710593,0.010007920189511577,1.9785266234603,-0.1592000653036325,102.08130279297,0.013056995112876058,4.28662203980469,0.05805552130598035,895226104.0,0.011765094823234401,97.6263167544478,0.006482684137016248,100.595873216704,0.009789451393274362,28.7294702398015,0.00037247968664688713
4595,India,IND,2007,1796200.0,-0.001589719075517193,541.738394737935,0.06387164627639819,6.04817406008833,-0.055457547475904034,110.92,0.06326687116564433,7.56891284706854,-0.011554973560695458,353850625.0,0.026777068312235475,116.23,0.09671636157765606,114.49,0.08799771928157352,23.053151139853203,0.006109270775112696
4609,Cambodia,KHM,2007,53550.0,0.0,100.585074724623,0.24600769014864388,8.58312320863396,-0.055920240492829176,99.72,-0.0417067076686527,0.121860028102402,3.385233009531307,2655691.0,0.021319840292525205,124.28,0.06834006705063178,119.33,0.04951627088830257,59.3485168553847,-0.012014732614936574
4622,Low Income Countries,LIC,2007,5285040.99975586,0.00419634940179181,2073.15305029032,0.0003814019106604949,3.51785599794685,0.28146677157607014,109.851081978397,0.03758952572903507,3.733841819329,0.0351459407084449,151009954.0,0.03857990945679468,103.83055229551901,-0.006768406618844591,106.349157695994,0.009162116131103959,26.334754151141897,-0.005345949704824715
4642,Middle Income Countries,MIC,2007,29439360.930539694,0.0015394898208149765,1519.42838627207,0.07268323819602074,7.21012797422109,0.08347900486138515,108.40690848484002,0.04251950703401386,5.28750589205706,0.029511554755943026,2300030944.0,0.025513093357654837,107.904027221166,0.04247272621652387,108.57317077639401,0.04595291253942113,33.3623344190361,-0.000637093137622613
4666,New Zealnd,NZL,2007,114870.0,0.009846153846153838,9640.60798333254,-0.006132192676865933,2.05707353014697,0.2873286323385378,102.15,0.01814013754609789,5.288592308358731,-0.02752646194743391,3646829.0,0.008666865440794647,105.62,0.08774459320288375,102.63,0.028459765507565793,38.6244358182845,-0.0006288361838093781
4719,Thailand,THA,2007,198000.0,0.0050761421319796,2080.2462999531303,0.03739673492306861,4.8463902679216915,0.11777131304229083,113.69,0.05748302483489898,1.80246453055531,0.18989382343945582,26439736.0,0.03882077420266361,110.33,0.09465224724675059,111.91,0.09855698439187188,31.630291470522,0.0018474999719979568
4737,United States of America,USA,2007,4128575.9375,0.008901880231913628,13657.4528282523,0.005461563049277585,0.911865597890312,-0.5118376261833597,103.09,0.007230092818759193,3.87277175009714,0.0702225887140484,241795278.0,0.01169857692402032,102.83,0.06914119359534188,104.84,0.046516270712717134,33.4364617350948,0.00259399379417502
4743,Vietnam,VNM,2007,100625.99609375,-0.0015281197286167725,728.088243831559,0.12845329503895297,6.123607298142389,0.023044689725538747,117.87,0.07949445919956055,0.7729358806512049,0.12334778390352263,24348000.0,0.0317762332116005,107.04,0.04003109211037703,107.4,0.03848385225294915,43.5301718664334,0.015819750754312967
4749,South Africa,ZAF,2007,968900.0,2.0642391214575895e-05,4851.69318522104,0.027480205557881332,4.00850044713503,-0.06294916506217174,112.56,0.0607859768165111,29.529594615493693,0.03319316913374637,29774433.0,0.022087148911956733,92.88,-0.008645533141210415,101.74,0.02809215844785773,7.61773652408313,0.0
4759,Argentina,ARG,2008,1442610.0,0.0015829705692445017,2772.84322218275,0.12916571833896628,3.0294773115085603,-0.617694817031591,107.84,0.002509993492609608,3.23533521543257,-0.1611629106995225,36284569.0,0.011808307104827387,119.16,0.012662530806492711,115.12,0.010445010093917295,10.681516722756301,-0.010761421319799735
4763,Australia,AUS,2008,4172880.0,-0.01918208762977469,10749.110554750301,-0.02039400281738668,1.60126223678816,-0.4992359958444964,101.22,-0.030088156381755438,26.720567306584396,-0.026444856591136934,18049708.0,0.02169775857395173,74.79,0.19111323459149565,90.6,0.05092216680199524,16.268955911641,-0.0070390644241266065
4767,Belgium,BEL,2008,13653.0004882813,-0.0011705139786035712,8521.49673953426,-0.01081674180638259,-0.343464812108124,-1.1176904238351903,93.13,-0.05037218313449576,3.34334179166878,-0.09467896545547261,10448114.0,0.008447878783725438,92.66,-0.028211851074986916,92.11,-0.054409198234267486,22.404228018958502,0.0020679828863576777
4779,Brazil,BRA,2008,2735000.0,0.006854711049264051,2229.84529915118,0.0287131050282472,4.05440956846654,-0.18499492252831917,111.44,0.03511053315994794,12.1320926483652,0.09800703910899666,160823508.0,0.013635795354460134,121.77,0.08452084075525468,116.63,0.051857864357864436,60.0335010241513,-0.0032878623897441006
4785,Canada,CAN,2008,646108.0078125,-0.010287576319564562,16377.4796961349,-0.018321136150748818,-0.080294859253911,-1.013759030533189,101.35,-0.01160522722839874,8.42444288185071,-0.10331311296491907,26789863.0,0.01317635209340362,114.49,0.1737748615952428,110.62,0.10146370606392519,38.2043450493814,-0.00015774906297183477
4789,Chile,CHL,2008,157840.0,0.003305364861428961,3338.2893656538,-0.00035190426644582384,2.42619717171779,-0.3598997549351086,112.96,0.03938167096061829,56.607230179237696,-0.1297533313220287,14529334.0,0.011458265966405756,99.22,0.024047889359066987,104.86,0.027434842249657088,21.7279144833412,0.0023453108506299447
4805,Germany,DEU,2008,169210.0,-0.0017109144542772903,7187.76400909623,-0.005716612235990182,1.15442159396983,-0.630215687056648,104.2,0.0200685266764562,3.14644958943502,-0.04795210610288536,62875807.0,0.0006747524923444992,103.53,0.0854476829524009,103.98,0.034523927967366363,32.696555087055,0.000553612620981303
