,Country Code,Year,Agricultural land (sq. km),GDP per capita growth (annual %),Livestock production index (2004-2006 = 100),Urban population,Crop production index (2004-2006 = 100),Food production index (2004-2006 = 100),Ores and metals exports (% of merchandise exports),Electric power consumption (kWh per capita),Forest area (% of land area)
496,TJK,1991,67550.0,-9.10943253372704,71.885,1679056.0,72.9,71.67533420429075,2.7669993926301606,3200.18220096544,2.9151186053158
497,TKM,1991,67550.0,-7.254182022032841,71.885,1704754.0,72.9,71.67533420429075,2.7669993926301606,2198.3619168765804,8.78215904496414
498,TLA,1991,6832287.99999237,1.85233556039395,59.480522391317905,308670581.0,63.185518250928105,60.1802428390095,11.867350855688699,1216.47124354422,50.986924382954506
499,TLS,1991,3300.0,0.07956460876411595,106.92,161134.0,87.4,99.66,2.7669993926301606,1266.25700724576,64.2098176054451
500,TMN,1991,2090124.00024414,-3.8562927336218102,58.8023484563635,119529215.0,62.3204115602679,60.682685169334704,2.7669993926301606,741.194043209212,2.1542824468736
501,TON,1991,320.0,6.2171840701190195,94.07,21655.0,96.67,93.39,2.7669993926301606,1266.25700724576,12.5
502,TSA,1991,2722070.0,-0.348323887672436,61.421043272880794,293300429.0,73.34227351945171,69.8797508718193,4.7248407732388,262.979247569006,16.5129495669835
503,TSS,1991,8148100.0,-2.34585932999981,69.9684152607236,145817745.0,65.0251362767933,65.8291989659439,2.7669993926301606,518.057496417818,32.031725575615305
504,TTO,1991,810.0,2.4423592196725497,56.92,667501.0,137.83,89.6,0.0656841207792437,2649.8999677000197,46.781677484047606
505,TUN,1991,92100.0,1.6192845972457799,60.53,4951872.0,98.38,87.47,1.0627064268840698,643.224012937097,4.26364588320071
506,TUR,1991,400670.0,-0.967245004271504,85.59,32891192.0,78.36,80.74,3.3209729362974705,965.306901329836,12.5750030655965
507,TUV,1991,20.0,2.31204160325137,69.85,3790.0,110.36,97.86,2.7669993926301606,1266.25700724576,33.3333333333333
508,TZA,1991,324030.0,-1.26201261583962,74.5,5004951.0,63.23,66.04,2.7669993926301606,54.803785943780696,62.67780537367349
509,UGA,1991,120320.0,2.03158088744446,56.01,2056397.0,73.76,68.62,2.7669993926301606,1266.25700724576,23.3361683834017
510,UKR,1991,67550.0,-8.6016940350346,71.885,34734234.0,72.9,71.67533420429075,2.7669993926301606,4643.26572432903,16.007594718218698
511,UMC,1991,15100301.0002366,-0.37244994623796396,54.7509799940244,916638221.0,61.05811985373511,57.0342549656434,3.5462046064558304,1352.05968236562,34.9547505120545
512,URY,1991,149210.0,2.80949479306889,69.38,2796698.0,48.61,59.34,0.530874502484791,1344.97359228013,4.88509879004899
513,USA,1991,4269480.0,-1.43419451514927,80.34,191509147.0,77.28,77.15,2.7762280400745296,12134.1721315039,33.0341647687074
514,UZB,1991,67550.0,-2.5912046621335802,71.885,8765479.0,72.9,71.67533420429075,2.7669993926301606,2324.9809087438002,7.1579689703808205
515,VCT,1991,120.0,0.8617335726833771,105.66,45211.0,118.61,142.18,2.7669993926301606,1266.25700724576,64.3589753371018
516,VEN,1991,218570.0,7.19825583677019,70.59,17014346.0,80.98,74.36,7.40608090835189,2549.5218850299802,58.6571056062582
517,VGB,1991,80.0,0.07956460876411595,93.99,7082.0,79.07,91.46,2.7669993926301606,1266.25700724576,24.7333335876465
518,VIR,1991,100.0,0.07956460876411595,96.53,92529.0,72.9,96.53,2.7669993926301606,1266.25700724576,66.4857155936106
519,VNM,1991,67510.0,3.7510544526403202,38.68,14324149.0,47.21,49.82,2.7669993926301606,98.78025467534191,29.4921514965898
520,VUT,1991,1540.0,0.30414673445993395,97.9,28633.0,98.48,98.46,0.0370045365557589,1266.25700724576,36.095159967186206
521,WLD,1991,40775831.0039303,-0.18226162348736397,69.5956533333538,2329303604.0,68.944205838868,68.1987986407902,4.61789652446737,2152.98931096795,31.5688153292488
522,WSM,1991,540.0,-3.0113236423456002,97.21,34767.0,69.0,74.79,2.7669993926301606,1266.25700724576,47.3851611673201
523,XKX,1991,67550.0,0.07956460876411595,71.885,2990148.5,72.9,71.67533420429075,2.7669993926301606,1266.25700724576,31.6768366113616
524,YEM,1991,236310.0,1.1773307638026398,54.27,2643603.0,52.04,53.28,6.80372940152884,133.31031291832198,1.0398318086254899
525,ZAF,1991,960050.0,-3.42838572145236,82.61,19822817.0,84.81,81.71,2.7669993926301606,4128.2697423973905,7.6177365240831305
526,ZMB,1991,208260.0,-2.57940896353476,85.89,3215289.0,64.32,79.07,2.7669993926301606,736.78349139336,70.8018650203796
527,ZWE,1991,131800.0,3.07578861674276,74.1,3176314.0,111.5,83.63,14.325504361339,856.100016899175,56.44823575029079
528,ABW,1992,20.0,0.275949465299433,76.74,34116.0,75.276634411608,74.55,2.586170607610375,1310.45745702785,2.33333326048321
529,AFG,1992,380300.0,0.598037741456196,71.79,3093388.0,72.81,71.75,2.586170607610375,1310.45745702785,2.06782464846981
530,AGO,1992,575000.0,-8.876967191304571,74.94,5067883.0,33.24,42.21,2.586170607610375,53.486641691486206,48.709712390711495
531,ALB,1992,11270.0,-6.6225512137325095,63.03,1209490.0,66.62,63.53,2.586170607610375,453.64407387777,28.645986292484103
532,AND,1992,230.0,-2.8705445799679303,76.74,55546.0,75.276634411608,74.55,2.586170607610375,1310.45745702785,34.0425531914894
533,ARB,1992,3566269.79980469,3.08660831597945,60.0113354983621,118292234.0,66.93299264137879,63.8361100848112,20.128277270623897,1070.85993895259,1.7225115704725
534,ARE,1992,3390.0,-2.4814420376190003,47.1,1616857.0,51.13,47.59,67.73397818973129,8284.41451591926,3.63277949873275
535,ARG,1992,1277550.0,6.487606323943781,81.87,29352243.0,58.01,65.31,1.16825028210882,1410.3772918071802,12.499186403100099
536,ARM,1992,11700.0,-40.7444525866326,88.52,2302487.0,56.11,68.77,2.586170607610375,1962.6369917425197,11.752722378065199
537,ASM,1992,32.0000004768372,0.598037741456196,98.99,41308.0,44.19,54.64,2.586170607610375,1310.45745702785,91.599998474121
538,ATG,1992,90.0,-0.573906707339162,81.59,22620.0,105.58,92.86,2.586170607610375,1310.45745702785,23.2727267525414
539,AUS,1992,4661780.0,-0.79850510873662,87.79,14920611.0,67.34,74.63,18.780386049943303,8550.32866533295,16.7399086211161
540,AUT,1992,30130.0,0.9760923319122979,99.51,4893935.0,83.48,92.13,3.0806792384296697,6227.4980489647105,45.875513469892795
541,AZE,1992,44462.001953125,-23.7638309850698,79.26,3922204.0,92.45,79.15,2.586170607610375,2276.0769439176397,10.2839560150825
542,BDI,1992,21200.0,-1.13327941994947,110.54,377351.0,94.17,107.39,2.586170607610375,1310.45745702785,10.5451708642122
543,BEL,1992,61450.0,1.11956575279089,76.74,9697796.0,75.276634411608,74.55,3.52320878903759,6850.663772535981,31.64969872927635
544,BEN,1992,22950.0,-0.562599754177057,71.52,1910225.0,52.16,53.9,0.10300701230951101,38.8236399581905,49.8492373181979
545,BFA,1992,95250.0,-2.43052311521696,57.95,1332276.0,58.48,64.03,2.586170607610375,1310.45745702785,24.587720012107102
546,BGD,1992,95490.0,3.1142212225993298,63.32,22255441.0,67.95,67.06,2.586170607610375,60.4072629329329,11.437351531290801
547,BGR,1992,61540.0,-6.27126380423573,207.3,5726692.0,124.53,147.96,2.586170607610375,3735.52545360956,30.159993651416897
548,BHR,1992,90.0,3.9719923059702498,166.52,462398.0,74.61,109.48,61.503778863813494,18497.914300898898,0.35211267605633795
549,BHS,1992,120.0,-5.64076660332765,60.91,213603.0,67.77,65.19,2.586170607610375,1310.45745702785,51.4485514485514
550,BIH,1992,22000.0,0.598037741456196,98.67,1688686.0,76.57,90.91,2.586170607610375,1111.32736657222,43.06640625
551,BLR,1992,93910.0,-9.794676412547972,122.67,6820815.0,77.88,110.73,2.586170607610375,3912.8817541112,38.8414518717031
552,BLZ,1992,1360.0,10.216430663223301,57.97,91447.0,62.46,61.06,0.0136980470344188,1310.45745702785,69.4730404958764
553,BMU,1992,3.00000011920929,0.66685302987635,114.26,58595.0,93.78,104.53,2.586170607610375,1310.45745702785,18.5185181914697
554,BOL,1992,358310.0,-0.475129472497443,58.86,4120465.0,56.25,57.22,49.19962603799629,290.046530334091,57.4671828844734
555,BRA,1992,2467090.0,-2.15185202915798,51.65,116379447.0,64.06,56.89,11.8909928372868,1494.0614956445402,64.8013568210152
556,BRB,1992,190.0,-6.044443803548349,83.7,96329.0,119.42,97.4,0.47410773398312206,1310.45745702785,14.651163234267099
557,BRN,1992,110.0,1.82035914479542,37.55,183721.0,57.81,41.31,0.0075436997740828,4819.41787273816,77.76090849961459
558,BTN,1992,5040.0,4.6235917876939405,92.92,96010.0,61.11,74.55,3.14816019789452,1310.45745702785,54.0755125735851
559,BWA,1992,258510.0,0.106907774552354,101.19,633275.0,71.49,98.31,2.586170607610375,925.522568229788,23.7880479075133
560,CAF,1992,50200.0,-8.97679905011258,63.27,1094533.0,76.5,67.27,2.586170607610375,1310.45745702785,36.162959936514795
561,CAN,1992,678140.0,-0.28703142535646003,70.68,21813814.0,76.46,73.29,7.301415426718861,16164.419040336,38.288714973646
562,CEB,1992,560840.0,0.598037741456196,117.62914542863301,67931520.0,89.37591367928002,99.00336157265801,2.586170607610375,3217.34013248068,32.04927672453881
563,CHE,1992,15961.9995117188,-1.13971907653121,103.17,5075050.0,128.02,107.54,2.51525918243367,7430.2975086119095,29.3354247320655
564,CHI,1992,85.0,0.598037741456196,76.74,44130.0,75.276634411608,74.55,2.586170607610375,1310.45745702785,4.04040425629681
565,CHL,1992,155560.0,9.34717155375166,57.34,11464830.0,66.82,62.52,46.787157603382795,1457.08919337784,20.681288161131302
566,CHN,1992,5143140.0,12.824945473561499,48.06,328521540.0,58.01,52.32,1.69280069969484,604.693683099136,17.1610873299071
567,CIV,1992,192000.0,-3.7482968928299703,80.79,5136243.0,69.36,68.37,2.586170607610375,153.054602248865,32.2113213689072
568,CMR,1992,91600.0,-5.903137891550321,75.1,5101921.0,56.11,59.21,2.586170607610375,188.80756740730203,50.508768589621496
569,COD,1992,260000.0,-13.917744320658699,100.06,11762423.0,129.83,124.84,2.586170607610375,115.230350613654,70.4617027083655
570,COG,1992,105250.0,-0.175812695739069,53.55,1373507.0,64.14,62.03,2.586170607610375,177.5134621069,66.4480234260615
571,COL,1992,449830.0,2.0372358350265403,67.28,24238652.0,84.25,70.32,0.255423337100964,778.7042274503099,57.5874619761154
572,COM,1992,1150.0,5.4037234958801905,94.16,124104.0,83.99,85.47,2.586170607610375,1310.45745702785,25.9000532950702
573,CPV,1992,690.0,7.966790828853919,82.44,163552.0,54.13,65.86,2.586170607610375,1310.45745702785,15.5384612734205
574,CRI,1992,21600.0,6.391158418613861,72.93,1703469.0,69.23,65.87,0.9201013512209499,1405.4379708628,49.479042349074604
575,CSS,1992,26297.000007629398,1.18109771228121,73.5715616331576,3002573.0,102.780167404846,92.7408104469163,2.4619405261710603,1310.45745702785,86.20056965740672
576,CUB,1992,67750.0,-12.0981623867752,119.83,7926352.0,116.4,127.65,2.586170607610375,904.4942213800599,19.8640586810405
577,CUW,1992,61450.0,0.598037741456196,76.74,122964.0,75.276634411608,74.55,2.586170607610375,5162.87731391406,31.64969872927635
578,CYM,1992,27.0000004768372,0.598037741456196,108.52,27780.0,118.64,116.89,2.586170607610375,1310.45745702785,52.916665871937894
579,CYP,1992,1596.00006103516,6.5278350889391605,72.98,541197.0,133.2,96.86,0.7206043205240209,2837.83260534767,17.6634206400289
580,CZE,1992,61450.0,-0.6082136365876639,76.74,7742438.0,75.276634411608,74.55,2.586170607610375,5077.66018488199,34.0235537724861
581,DEU,1992,169510.0,1.15600535384446,97.32,59146205.0,84.97,95.7,2.35746700037597,6445.87399989269,32.397100806827
582,DJI,1992,13710.0,0.598037741456196,71.98,468431.0,80.21,73.23,2.586170607610375,1310.45745702785,0.241587571381906
583,DMA,1992,180.0,1.7841095174649702,91.22,45550.0,145.21,142.88,2.586170607610375,1310.45745702785,65.9600016276041
584,DNK,1992,27560.0,1.62042084479469,86.75,4390390.0,90.2,90.96,0.947959329801223,6236.258476960649,13.001649143165901
585,DOM,1992,25460.0,9.15015402614834,66.05,4131410.0,84.4,74.8,0.16043151249718898,544.656280717062,24.450423332061302
586,DZA,1992,388650.0,-0.564732608746468,66.0,14502589.0,58.86,61.07,0.38179852523319496,559.783095704854,0.6925189249935171
587,EAP,1992,7467256.00000054,9.225062192508199,50.885128609286205,490473900.0,60.128956128525495,55.9753847914775,1.98918129379217,536.255566454674,28.6529739367349
588,EAR,1992,12500996.8017578,1.9664185043559,66.7735855359892,755284974.0,70.37980447291291,69.028398508259,5.2879636043849505,569.679354571219,24.4919190801371
589,EAS,1992,12378128.000001,2.07673279183321,57.98130897725449,661920340.0,62.388165679537295,59.6974488197212,2.29815117400969,1187.18679171359,25.753542030023798
590,ECA,1992,6489522.00195313,-10.816748556879599,130.056072797032,244901635.0,92.19791933179759,103.154263255324,2.586170607610375,4073.1802171308295,38.3953863819538
591,ECS,1992,8316981.0092926,-1.06680234723477,108.64298770284901,575075965.0,93.3876969741051,99.72722970819159,2.8536542190830803,4866.493817146789,37.3340493514512
592,ECU,1992,79530.0,-0.207475508412514,52.54,6025251.0,74.12,62.32,0.7306289404081621,522.4834452814071,52.1978758883741
593,EGY,1992,29962.800292968797,2.26065491969109,55.26,25351104.0,61.6,58.94,6.824703445863,698.265291856483,0.0472148274649656
594,EMU,1992,1264854.00787354,0.924322594899991,97.4189784055,224726427.0,93.47761414077878,97.3113188832072,2.3765917655530497,5414.96007134,34.832286592338804
595,ERI,1992,61450.0,0.598037741456196,76.74,458157.0,75.276634411608,74.55,2.586170607610375,54.4827329601931,16.049504950495
596,ESP,1992,302790.0,0.43611510367291795,75.34,29607126.0,85.36,83.16,2.456990974036,3690.5910040391796,28.918349488927603
597,EST,1992,13740.0,0.598037741456196,175.2,1086348.0,131.21,158.51,2.586170607610375,4933.8232368463505,52.2151427776303
598,ETH,1992,61450.0,-11.893435109393101,76.74,6744717.0,75.276634411608,74.55,2.586170607610375,21.721550529781197,31.64969872927635
599,EUU,1992,1988824.00787354,0.7243687731602929,100.088038430704,294873465.0,93.426921002205,97.7309812317504,2.70579206888844,5110.25182263076,35.2834000421491
600,FCS,1992,3722555.0,2.97192699074998,59.139019722944404,136512237.0,69.0243401468128,66.8095905630824,2.586170607610375,320.234581238406,30.1647151803795
601,FIN,1992,24065.0,-3.8628855647577898,98.66,4040047.0,77.27,92.61,3.81986357920375,12514.1015693797,72.1921271217046
602,FJI,1992,4350.0,4.807651499962129,94.83,321283.0,101.21,99.38,0.19176640163388603,1310.45745702785,52.4581266088961
603,FRA,1992,303843.0078125,1.0954031074405501,100.52,43785894.0,99.25,102.64,2.35262821106352,6475.78791786073,26.675504309197898
604,FRO,1992,30.0,0.598037741456196,99.04,14897.0,105.73,99.9,2.586170607610375,1310.45745702785,0.0573065864714499
605,FSM,1992,225.0,1.3213636931715802,76.74,26043.0,0.1,0.07,2.586170607610375,1310.45745702785,90.9142848423549
606,GAB,1992,51600.0,-5.68026219809163,79.53,719340.0,82.7,89.39,2.586170607610375,885.7157391088381,85.380525478325
607,GBR,1992,180700.0,0.0999580467631205,108.11,45011752.0,110.42,110.59,2.4105756596540298,5452.393333412299,11.6281567030624
608,GEO,1992,32290.0,-45.3251070222646,79.36,2658933.0,138.35,106.45,2.586170607610375,2125.1667179645,39.631025484782
609,GHA,1992,127200.0,0.9198582066714209,79.72,5933397.0,52.6,54.04,17.2075999004844,350.915613131923,38.16208310901379
610,GIB,1992,61450.0,0.598037741456196,76.74,28840.0,75.276634411608,74.55,2.586170607610375,3328.7101248266304,0.0
611,GIN,1992,140550.0,0.48623028653027206,50.84,1920854.0,68.03,67.47,2.586170607610375,1310.45745702785,29.269086765424102
612,GMB,1992,5580.0,-0.12289030327792698,80.34,416333.0,50.35,58.42,2.586170607610375,1310.45745702785,44.0513821929811
613,GNB,1992,14470.0,-1.16188153941202,78.57,339481.0,61.53,66.68,2.586170607610375,1310.45745702785,78.12233459559499
614,GNQ,1992,3340.0,30.4031963318047,76.66,164442.0,87.28,81.17,2.586170607610375,1310.45745702785,65.4759349585005
615,GRC,1992,91670.0,-0.066299356361057,98.71,7462054.0,99.75,102.5,5.715665851450441,3398.3837579181395,26.0620628575931
616,GRD,1992,120.0,-1.57054298401189,81.75,32787.0,150.53,137.44,2.586170607610375,1310.45745702785,49.9705875621124
617,GRL,1992,2373.9999389648397,-4.768523540574019,111.61,44406.0,75.276634411608,111.98,0.0116121713635295,1310.45745702785,0.000643839621913687
618,GTM,1992,42850.0,2.40570298363234,54.76,4141179.0,56.12,53.19,0.333721199501791,256.47512129522204,43.2997387084733
619,GUM,1992,200.0,0.598037741456196,92.22,124827.0,77.44,78.95,2.586170607610375,1310.45745702785,46.2962962962963
620,GUY,1992,17340.0,7.16367878722501,53.01,220119.0,76.96,72.14,2.586170607610375,1310.45745702785,84.5943631731014
621,HIC,1992,13262501.007340599,1.4435097833421902,89.55211160302929,761461407.0,89.8866098230072,89.7118660706664,4.50765878710258,7480.578949104821,28.5050686754503
622,HKG,1992,80.0,5.34663707001191,75.49,5799282.0,201.4,95.93,1.10176447531519,4507.8872510990395,31.64969872927635
623,HND,1992,33550.0,3.11907620387528,56.02,2173814.0,71.95,68.29,2.73693921387073,328.52350516085096,69.5969272974573
624,HPC,1992,5697920.0,-3.63848851016742,66.4306394874524,98703573.0,67.2332820057118,66.9616900516856,2.586170607610375,1310.45745702785,35.331049586801896
625,HRV,1992,24040.0,0.598037741456196,106.28,2360573.0,78.93,91.14,4.80740733636288,2227.79839582781,33.2140940797711
626,HTI,1992,15750.0,-7.1325324878827,66.2,2254404.0,96.45,89.16,0.020642273537249,40.303337949773294,4.15820023491005
627,HUN,1992,61360.0,-3.02623555296745,134.66,6800940.0,78.56,97.68,3.02482089949377,3116.0128690916804,20.2982079801033
628,IBD,1992,24827470.8017579,-0.6778823383897788,67.236246654958,1409734363.0,67.8416889787304,65.9720734961184,4.7671601477729295,1012.1497253866,34.3893443853586
629,IBT,1992,33991754.803718604,-0.8443864643433441,67.1096538869421,1643704335.0,67.4623762689132,65.84165238075241,4.802936262838401,887.1871451556509,33.3661328820525
630,IDA,1992,9164284.00196075,-0.951278155007657,66.2636415314835,233969972.0,65.5126050421597,65.1176371486423,2.586170607610375,269.76500278089503,30.271465553547802
631,IDB,1992,3155907.00000763,0.23301635202356896,68.69005658111901,93923658.0,67.1463916889186,66.01059881373179,2.586170607610375,413.16098916495105,23.9931111464015
632,IDN,1992,413510.0,4.71183445738042,72.37,61396542.0,66.7,68.13,4.24657616925774,194.332809136152,63.3250698979338
633,IDX,1992,6008377.00195313,-2.3224616924976,64.1965602915779,140046314.0,64.4307350914888,64.5088768242899,2.586170607610375,172.403430845626,32.4705317882721
634,IMN,1992,404.000015258789,0.331825460806584,76.74,36877.0,75.276634411608,74.55,2.586170607610375,1310.45745702785,6.070175505520999
635,IND,1992,1813050.0,3.3904192324444598,63.8,236274335.0,77.07,74.12,4.26668577212633,304.431831195725,21.6027900062727
636,INX,1992,61450.0,0.598037741456196,76.74,3093388.0,75.276634411608,74.55,2.586170607610375,1310.45745702785,31.64969872927635
637,IRL,1992,44130.0,2.64060754343009,102.35,2038731.0,96.86,103.62,0.927593524456158,4104.9001947488105,7.24328625684969
638,IRN,1992,637870.0,0.907969052059727,59.41,33888647.0,64.68,62.85,2.586170607610375,1065.16852479833,5.6030234465176
639,IRQ,1992,95500.0,28.8940472510882,75.17,12759904.0,82.61,83.99,2.586170607610375,1310.45745702785,1.84466238606436
640,ISL,1992,19010.0,-4.58053140862157,87.59,237854.0,64.46,85.56,9.82036595185358,16099.9321987152,0.185935156006468
641,ISR,1992,5770.0,4.09927931402174,62.23,4639645.0,80.54,68.84,1.3650682310667699,4568.41694319735,6.293900043818951
642,ITA,1992,159780.0,0.7658076064967221,98.45,37907512.0,99.68,100.59,1.21411025633848,4310.53796825883,26.3364040824436
643,JAM,1992,4760.0,1.05594050125475,79.76,1227965.0,107.61,96.04,9.067218966101331,1446.53763496785,31.750691168196003
644,JOR,1992,11206.9995117188,12.185881317623998,68.81,3006563.0,71.39,68.71,33.9284776813728,997.819830292694,1.10494106980961
645,JPN,1992,56150.0,0.598037741456196,108.62,96414127.0,120.79,113.91,0.8820834714157009,7034.6134960436,68.3905628599835
646,KAZ,1992,2214630.0,-5.2342996973053895,147.19,9219538.0,142.61,141.16,2.586170607610375,5354.49183790227,1.26332559086426
647,KEN,1992,270720.0,-3.9501755240443996,63.74,4392048.0,77.07,70.12,2.40402841229695,124.733091321917,7.8901502225397095
648,KGZ,1992,100880.0,-14.876564831647197,108.41,1679864.0,64.5,77.53,2.586170607610375,2328.25441821323,4.38362893272615
649,KHM,1992,45150.0,0.598037741456196,67.29,1562342.0,44.56,48.01,2.586170607610375,1310.45745702785,71.7448469897179
650,KIR,1992,390.0,-0.5718895585806789,66.17,26583.0,63.45,63.69,0.0,1310.45745702785,14.999999529049802
651,KNA,1992,120.0,3.4541120959074503,127.64,13952.0,201.28,189.49,2.586170607610375,1310.45745702785,42.3076923076923
652,KOR,1992,21360.0,5.07788377099085,77.55,33169705.0,92.79,85.96,0.8369348847198829,2826.1887948060303,65.8677182008734
653,KWT,1992,1410.0,0.598037741456196,17.08,3093388.0,10.15,13.96,0.25757324706721896,1310.45745702785,0.20931537705238398
654,LAC,1992,6590797.00000763,0.340885141615701,61.1886277223565,308085327.0,66.46768102086371,62.7551384270105,7.549033040659619,1218.8026112449302,52.1164762839307
655,LAO,1992,16640.0,2.71899442764816,57.22,726042.0,51.56,50.95,2.586170607610375,1310.45745702785,75.4814520824307
656,LBN,1992,6060.0,10.592982772951599,58.54,2578352.0,116.63,101.02,2.586170607610375,1095.85674476908,12.805474095796699
657,LBR,1992,25000.0,0.598037741456196,79.15,1101274.0,55.92,72.05,2.586170607610375,1310.45745702785,50.550249169435205
658,LBY,1992,154650.0,0.598037741456196,73.94,3526859.0,78.32,77.39,2.586170607610375,1752.99969790696,0.123327687918433
659,LCA,1992,197.000007629395,6.608994338813701,81.7,41633.0,389.98,288.41,0.0837365323387491,1310.45745702785,35.540984106845606
660,LCN,1992,6922774.00000811,0.726892985716688,61.500180566698205,328470594.0,66.64494836025091,62.9839391125268,10.4710071080625,1231.0203796728301,50.587627559726705
661,LDC,1992,5892222.00195313,-2.48654742312408,63.427404295528405,119435249.0,63.8591526132389,64.4538119752525,2.586170607610375,73.9226703496478,33.6421194064431
662,LIC,1992,4517382.00195313,-6.13782553146196,70.0263443052849,84183799.0,72.88511538033559,71.56439942691391,2.586170607610375,1310.45745702785,29.544721615468102
663,LIE,1992,70.0,2.22699025116597,91.48,4946.0,71.22,90.98,2.586170607610375,1310.45745702785,41.1249995231628
664,LKA,1992,23440.0,3.2163516897937994,89.26,3282021.0,79.37,82.66,0.7800638987857841,166.095153128061,36.128210774298395
665,LMC,1992,8869507.80029297,0.7228985025363242,69.7607468962346,595945566.0,70.0920671353038,70.0691510077094,2.586170607610375,408.744954467638,32.013171915429695
666,LMY,1992,33549646.803719103,-1.05247378021058,66.5070128727241,1623063590.0,67.4167298944871,65.7016744179112,3.74080156281743,865.0535784357099,33.534101411932895
667,LSO,1992,23360.0,4.571175337091179,86.15,269232.0,75.69,80.53,2.586170607610375,1310.45745702785,1.33069833747954
668,LTE,1992,15590610.002021803,-1.92534857209556,64.2622314618349,756985024.0,64.6783379320657,61.8236883398168,8.35054382325086,1313.13001855223,38.7653877100581
669,LTU,1992,33890.0,0.598037741456196,153.3,2496245.0,82.76,133.65,0.854477309976328,3166.9294513628497,31.2699425654116
670,LUX,1992,61450.0,0.476077364981137,76.74,319732.0,75.276634411608,74.55,2.586170607610375,12927.902084528601,31.64969872927635
671,LVA,1992,25300.0,0.598037741456196,254.05,1800024.0,106.24,193.77,2.586170607610375,2638.90897045447,51.23480686253549
672,MAC,1992,61450.0,10.5829812528429,71.8,361728.0,61.69,70.27,0.11355165622621499,1310.45745702785,31.64969872927635
673,MAF,1992,61450.0,0.598037741456196,76.74,3093388.0,75.276634411608,74.55,2.586170607610375,1310.45745702785,18.3823529411765
674,MAR,1992,306160.0,-3.8274107262936496,73.4,12815593.0,57.86,62.72,12.0376894675826,402.1172548868,11.117633440931002
675,MCO,1992,61450.0,0.54185885182423,76.74,29865.0,75.276634411608,74.55,2.586170607610375,1310.45745702785,31.64969872927635
676,MDA,1992,25600.0,0.598037741456196,198.31,1386598.0,121.85,132.29,2.586170607610375,2965.19158121964,9.73532096136294
677,MDG,1992,363700.0,-1.7628733931827199,101.77,3036093.0,79.06,84.11,6.509901395877679,1310.45745702785,23.314303737167698
678,MDV,1992,80.0,0.598037741456196,112.65,60751.0,74.14,77.52,2.586170607610375,1310.45745702785,3.3333333333333304
679,MEA,1992,3371679.79980469,2.9221923890061303,61.2416866499292,147229296.0,66.6902193127758,64.2864398081978,19.037005278512897,1225.94523647691,1.7854127843427
680,MEX,1992,1061770.0,1.68311482778805,65.06,62876086.0,71.96,69.03,2.84303515198173,1317.63213513368,35.689808444147204
681,MHL,1992,120.0,5.3110635736985,76.74,32368.0,131.69,131.69,2.586170607610375,1310.45745702785,70.2222241295711
682,MIC,1992,29032264.801765997,-0.895322193786114,66.3523184490073,1538879791.0,67.1157234085233,65.39409120778771,3.75064481048913,897.879271477496,34.176054626494306
683,MKD,1992,13070.0,-6.347052789331631,95.7,1168616.0,101.53,101.08,2.586170607610375,2966.82337193053,36.224931663666204
684,MLI,1992,322400.0,-5.567648276204929,57.39,2140542.0,67.21,62.78,2.586170607610375,1310.45745702785,5.35326465550447
685,MLT,1992,130.0,3.6164505280510895,97.46,333102.0,84.3,91.97,0.51177741973124,3726.6945579378603,1.09374998137355
686,MMR,1992,103980.0,8.33811417844387,27.35,10851863.0,47.19,47.59,1.06275326226287,44.2199418306122,58.6773571625302
687,MNA,1992,2111959.79980469,2.18445476576458,61.4247192403298,124880724.0,65.7308412486401,63.808645212722595,2.586170607610375,789.1554383969459,2.15942732981324
688,MNE,1992,61450.0,0.598037741456196,76.74,305585.0,75.276634411608,74.55,2.586170607610375,1310.45745702785,46.542750929368
689,MNG,1992,1235900.0,-10.291029240758599,127.93,1277491.0,154.57,127.25,2.586170607610375,1223.98311562985,7.963773652329169
690,MNP,1992,40.0,0.598037741456196,76.74,41671.0,75.276634411608,74.55,2.586170607610375,1310.45745702785,72.34782343325409
691,MOZ,1992,477500.0,-9.35302343268428,58.68,3586799.0,44.59,51.03,2.586170607610375,54.106906120027105,54.6046440652102
692,MRT,1992,396780.0,-0.728207601826966,78.14,837239.0,64.39,76.48,2.586170607610375,1310.45745702785,0.38362277471280104
693,MUS,1992,1090.0,5.12044442607018,51.44,473391.0,111.99,94.86,0.0619548742610654,780.125428677079,20.3251223258784
694,MWI,1992,42700.0,-8.15209719316177,71.27,1183432.0,44.6,39.0,2.586170607610375,1310.45745702785,40.6257949848524
695,MYS,1992,68065.0,6.11914067319226,73.89,9846036.0,59.84,57.86,1.5362934373867199,1419.17003602023,67.627453964389
696,NAC,1992,4932433.00000012,1.87787131976329,81.51385963186699,217071868.0,85.8758111715881,82.9552705360484,3.4834161685057996,12428.1963562706,35.6579177761917
697,NAM,1992,386620.0,4.32263722070248,100.87,429845.0,41.07,86.75,2.586170607610375,1005.3013992477,10.465328134679199
698,NCL,1992,2300.0,-1.96059302413855,85.15,107631.0,102.8,90.69,2.586170607610375,1310.45745702785,45.8971553610503
699,NER,1992,350000.0,-9.55045862592918,50.98,1330334.0,53.62,52.76,2.586170607610375,1310.45745702785,1.43806740000469
700,NGA,1992,644470.0,2.02582252703209,60.67,30726608.0,59.96,60.05,2.586170607610375,90.05437307330321,18.0227715113311
