,Country Code,Year,Agricultural land (sq. km),GDP per capita growth (annual %),Livestock production index (2004-2006 = 100),Urban population,Crop production index (2004-2006 = 100),Food production index (2004-2006 = 100),Ores and metals exports (% of merchandise exports),Electric power consumption (kWh per capita),Forest area (% of land area)
63,ECS,1990,2385529.00642395,1.79058479641954,67.4938481231068,568239206.0,71.69244179359885,69.365,3.2350200683211803,5052.24033641149,37.271213700510295
64,ECU,1990,78460.0,1.25724814827197,47.96,5636222.0,67.15,56.65,0.15296548649334601,480.699025132994,52.849478432939605
65,EGY,1990,26480.0,3.13372619990464,50.01,24406147.0,56.09,53.66,8.86456691935579,677.818755764617,0.0442011150735848
66,EMU,1990,1223673.00689697,3.1092807267921097,99.06560915297979,221681277.0,90.6564734483635,95.81988730814301,2.6833419450941403,5303.91721860258,34.370005616242
67,ERI,1990,78460.0,1.31511182921888,67.4938481231068,426998.0,71.69244179359885,69.365,2.7519731468896698,1237.521539865285,16.049504950495
68,ESP,1990,304720.0,3.67576785352585,72.14,29286916.0,88.9,83.13,2.44265561315231,3536.74997212311,27.649948410970303
69,EST,1990,78460.0,1.31511182921888,67.4938481231068,1117738.0,71.69244179359885,69.365,2.7519731468896698,5755.89450245798,52.040575607454606
70,ETH,1990,78460.0,-0.7391728131431559,67.4938481231068,6043927.0,71.69244179359885,69.365,2.7519731468896698,22.5944505982883,31.0779996606714
71,EUU,1990,1929663.00689697,2.63812409932187,103.55721539756901,291681133.0,96.1893796944413,99.3722605580922,3.0391546001076204,5133.80987307304,34.9613327390243
72,FCS,1990,3709710.0,10.954163709499,58.4723336422705,126171917.0,64.3713511210985,63.213615592879705,2.7519731468896698,316.669414465915,30.406565548731297
73,FIN,1990,23930.0,0.197500409157129,107.43,3957581.0,110.85,108.55,3.57838088333736,12485.6836482847,71.8178535079944
74,FJI,1990,4100.0,5.22219073498999,92.0,303167.0,114.92,107.89,0.192661828215429,1237.521539865285,52.1565421135229
75,FRA,1990,305928.0078125,2.4017042624890097,101.71,43127028.0,96.69,101.26,2.80342353816402,5969.01931129973,26.3639444159487
76,FRO,1990,30.0,1.31511182921888,97.28,14463.0,101.03,97.77,0.0265212831709361,1237.521539865285,0.0573065864714499
77,FSM,1990,78460.0,1.32356213686531,67.4938481231068,24863.0,71.69244179359885,69.365,2.7519731468896698,1237.521539865285,31.0779996606714
78,GAB,1990,51570.0,2.33644520724351,76.96,656504.0,76.36,84.22,2.7519731468896698,919.4428997522881,85.380525478325
79,GBR,1990,182030.0,0.438627901426258,107.37,44733264.0,104.91,107.2,3.14606264646828,5356.5752100009995,11.4826602736329
80,GEO,1990,78460.0,-14.7651573231485,67.4938481231068,2642925.0,71.69244179359885,69.365,2.7519731468896698,3039.15035401916,39.602820549719404
81,GHA,1990,126050.0,0.3921396649635229,78.44,5383530.0,34.27,37.03,2.7519731468896698,323.557190459503,37.9142128856465
82,GIB,1990,78460.0,1.31511182921888,67.4938481231068,29147.0,71.69244179359885,69.365,2.7519731468896698,2538.85477064535,0.0
83,GIN,1990,141410.0,1.28894586906605,41.53,1780291.0,60.72,59.98,2.7519731468896698,1237.521539865285,29.562103206902197
84,GMB,1990,5860.0,-0.771422027225384,42.44,366107.0,57.35,52.98,2.7519731468896698,1237.521539865285,43.6758893280632
85,GNB,1990,14470.0,3.76414004766939,39.86,300673.0,61.36,54.47,2.7519731468896698,1237.521539865285,78.80512091038409
86,GNQ,1990,3340.0,-4.7040166413545705,73.58,145647.0,95.03,86.41,2.7519731468896698,1237.521539865285,66.3101604278075
87,GRC,1990,92220.0,-1.05223289834686,99.55,7287341.0,81.05,87.71,6.78756889665862,3221.4053204184197,25.5934833204034
88,GRD,1990,130.0,4.65289881788694,84.76,32201.0,158.61,145.31,0.0,1237.521539865285,49.9705875621124
89,GRL,1990,2368.00003051758,-12.195866439410699,106.65,44312.0,71.69244179359885,105.75,0.0153089246731317,1237.521539865285,0.000643839621913687
90,GTM,1990,42850.0,0.7280845883974371,59.7,3890060.0,52.3,51.79,0.348131313776128,200.457414241846,44.307577454273996
91,GUM,1990,200.0,1.31511182921888,51.1,118472.0,74.12,71.77,2.7519731468896698,1237.521539865285,46.2962962962963
92,GUY,1990,17320.0,-2.7706788860988505,40.81,219893.0,58.6,49.95,2.7519731468896698,1237.521539865285,84.6329692659385
93,HIC,1990,13204639.0064245,2.35183824755126,88.4426138239171,745675963.0,87.39853120492441,87.1639183684413,3.5889518736507404,7296.31042530872,28.4507844367479
94,HKG,1990,80.0,3.49758835724873,145.33,5676947.0,242.12,161.04,1.02314732755693,4177.9297046191605,31.0779996606714
95,HND,1990,33200.0,-0.124848218591239,52.73,2004916.0,72.68,67.09,4.16474478778063,367.888704283068,72.714272946644
96,HPC,1990,5660710.0,-3.35859493167239,63.118967086459996,89970098.0,62.7089805502371,62.3355157640965,2.7519731468896698,1237.521539865285,35.6458896453823
97,HRV,1990,78460.0,1.31511182921888,67.4938481231068,2438225.0,71.69244179359885,69.365,2.7519731468896698,2966.2776658612,33.088892863530695
98,HTI,1990,15970.0,-0.974078446587626,57.19,2006510.0,105.05,93.36,0.11696528040248699,58.824223133066205,4.2089985486211905
99,HUN,1990,64740.0,1.31511182921888,167.62,6830026.0,100.86,120.91,5.937974106046849,3426.5511006953197,20.0400578613553
100,IBD,1990,19215632.0004883,0.311178342394285,54.4381985592064,1331325039.0,62.9325516785189,59.00026874019301,5.461461697119439,1019.4015053223801,34.4938875596922
101,IBT,1990,27887674.999508,0.245263061105391,55.142941474991204,1546812582.0,62.312385628677504,59.00412709806889,5.50169637547976,897.0561922343389,33.5316260952609
102,IDA,1990,8672042.99901962,1.2314768224480401,59.767896910935,215487543.0,59.141282386667605,59.0252501614619,2.7519731468896698,276.360832761659,30.6212123617891
103,IDB,1990,2836558.99999619,3.6045420498223,60.869771476320295,87040678.0,57.78599224213121,57.7149775044696,2.7519731468896698,421.410141451956,24.3978038254176
104,IDN,1990,450830.0,5.34794515069348,62.23,55483475.0,61.34,61.88,4.38048115337377,162.523825003844,65.4377142478624
105,IDX,1990,5835483.99902344,-1.62842171366506,58.914707886193,128446865.0,59.9571601913716,59.847321987749204,2.7519731468896698,177.02387004465,32.8011459878542
106,IMN,1990,395.999984741211,2.65895648644354,67.4938481231068,36376.0,71.69244179359885,69.365,2.7519731468896698,1237.521539865285,6.070175505520999
107,IND,1990,1814130.0,3.36507304280155,60.66,223096279.0,72.59,70.13,5.15924036647241,272.063483743806,21.5051846669739
108,INX,1990,78460.0,1.31511182921888,67.4938481231068,2929888.5,71.69244179359885,69.365,2.7519731468896698,1237.521539865285,31.0779996606714
109,IRL,1990,56490.0,8.37500671725371,97.79,2000470.0,92.31,98.68,1.1924786638671299,3767.52929873699,6.7498911307882095
110,IRN,1990,615000.0,10.7151794378833,52.83,31751090.0,55.33,54.53,2.7519731468896698,940.88272768066,5.572373812171531
111,IRQ,1990,92300.0,53.974877929678,167.5,12142167.0,98.6,116.09,2.7519731468896698,1308.90706088192,1.8382605116948998
112,ISL,1990,19010.0,0.38566562544492894,88.54,231255.0,41.22,85.7,11.0573768160495,16148.273724031298,0.160598507545832
113,ISR,1990,5790.0,4.0450793717483196,56.75,4210729.0,96.87,72.63,1.60986673072321,4176.18025751073,6.09981515711645
114,ITA,1990,168400.0,1.90043978320719,96.92,37846480.0,84.83,89.54,1.37133428333327,4144.907442342321,25.8066709734453
115,JAM,1990,4760.0,3.4925467885629904,80.46,1196498.0,95.27,89.51,9.756617264429561,867.802303064664,31.8190218008787
116,JOR,1990,10401.999511718801,-3.74265060056149,44.91,2613476.0,65.29,57.17,38.165500853649895,933.8482118068699,1.10494106980961
117,JPN,1990,56930.0,4.53525066825296,107.34,95542280.0,123.04,114.0,0.9407548577525779,6805.5400406356,68.4311574328031
118,KAZ,1990,78460.0,1.31511182921888,67.4938481231068,9198366.0,71.69244179359885,69.365,2.7519731468896698,5905.003670173721,1.26754824610142
119,KEN,1990,267700.0,0.7248337162202321,63.37,3973392.0,67.59,63.96,2.90469105682486,123.50061090652001,8.30024247109674
120,KGZ,1990,78460.0,3.6880115927928996,67.4938481231068,1658864.0,71.69244179359885,69.365,2.7519731468896698,2330.5702313718302,4.35870698644421
121,KHM,1990,44550.0,1.31511182921888,48.39,1395346.0,47.14,46.45,2.7519731468896698,1237.521539865285,73.328801268978
122,KIR,1990,390.0,-2.9877251981743997,65.0,25331.0,51.37,52.63,0.0,1237.521539865285,14.999999529049802
123,KNA,1990,120.0,5.12501209609314,124.74,13933.0,127.44,126.81,2.7519731468896698,1237.521539865285,42.3076923076923
124,KOR,1990,21790.0,8.734756810884559,62.22,31656393.0,91.89,79.29,0.8388165951680321,2373.21440622182,66.0377358490566
125,KWT,1990,1410.0,1.31511182921888,59.32,2052892.0,33.74,47.57,0.155721537044927,8222.993455967131,0.193602696278548
126,LAC,1990,6522778.99999619,-1.5530198766325802,57.3920728859187,292653504.0,63.505124204061296,59.370420091034795,9.192224529596,1169.8805611019302,52.595575807816
127,LAO,1990,16600.0,3.70708366226143,47.14,657380.0,51.33,48.47,2.7519731468896698,1237.521539865285,76.4510415538345
128,LBN,1990,6050.0,23.075152942509302,54.32,2329890.0,96.3,83.64,2.7519731468896698,499.45701886948603,12.805474095796699
129,LBR,1990,24930.0,1.31511182921888,76.06,1150512.0,65.44,81.02,2.7519731468896698,1237.521539865285,51.1731727574751
130,LBY,1990,154550.0,1.31511182921888,75.19,3359573.0,78.01,77.09,2.7519731468896698,1576.86151815521,0.123327687918433
131,LCA,1990,208.999996185303,8.113596429928041,77.94,40507.0,393.71,296.83,0.0091012909583035,1237.521539865285,35.737703667312296
132,LCN,1990,6858055.99999666,-1.49523869508562,57.8308369542556,312378954.0,63.5776133732078,59.585951153985995,12.5796221026261,1175.97632977239,51.03119523424729
133,LDC,1990,5870693.99902344,-2.2444991133709102,59.4631456491434,108895345.0,60.7747644654249,60.934717314798,2.7519731468896698,72.457971644401,33.972920640819105
134,LIC,1990,4446043.99902344,-2.23128522861231,67.4476962462136,77327042.0,68.5056642766586,67.84772784270079,2.7519731468896698,1237.521539865285,29.837480051567503
135,LIE,1990,70.0,1.04525778046738,93.52,4873.0,66.13,92.84,2.7519731468896698,1237.521539865285,40.625
136,LKA,1990,23390.0,5.0549628531419595,75.03,3211332.0,87.07,85.11,1.5775641008702999,151.450674091136,36.4216233455589
137,LMC,1990,8046950.0,1.49646323884653,57.8153628542236,558756960.0,63.694316178773406,62.7243811467021,2.7519731468896698,407.366870503204,32.4226247596449
138,LMY,1990,27465694.999507997,0.144371296951491,53.9435672478103,1526129673.0,61.8907032057636,58.603903074105204,4.365482902767,873.291766818107,33.7064225667067
139,LSO,1990,23210.0,3.7310481949671,56.24,237962.0,130.92,75.3,2.7519731468896698,1237.521539865285,1.31752305665349
140,LTE,1990,10780451.001033802,-1.17385879685304,49.2533406634363,716885699.0,59.1887669664139,53.7738770347659,4.4863559137208,1337.5923866380301,38.7813806890637
141,LTU,1990,78460.0,1.31511182921888,67.4938481231068,2499110.0,71.69244179359885,69.365,2.7519731468896698,4023.4320703070293,31.0306317804722
142,LUX,1990,78460.0,4.00981084856895,67.4938481231068,309096.0,71.69244179359885,69.365,2.7519731468896698,13667.670551263602,31.0779996606714
143,LVA,1990,78460.0,1.31511182921888,67.4938481231068,1844232.0,71.69244179359885,69.365,2.7519731468896698,3396.7281614899,51.016142517203704
144,MAC,1990,78460.0,4.51706127229079,71.83,342993.0,46.27,67.98,0.0581818653191279,1237.521539865285,31.0779996606714
145,MAF,1990,78460.0,1.31511182921888,67.4938481231068,2929888.5,71.69244179359885,69.365,2.7519731468896698,1237.521539865285,18.3823529411765
146,MAR,1990,303430.0,1.5149600953037399,71.08,12004579.0,68.88,69.35,15.1248881042371,359.166125095747,11.100156845171401
147,MCO,1990,78460.0,2.17971412904379,67.4938481231068,29438.0,71.69244179359885,69.365,2.7519731468896698,1237.521539865285,31.0779996606714
148,MDA,1990,78460.0,1.31511182921888,67.4938481231068,1388409.0,71.69244179359885,69.365,2.7519731468896698,3235.38961038961,9.704898083358689
149,MDG,1990,363250.0,0.196034407898466,98.71,2733334.0,79.01,81.42,7.662904378629559,1237.521539865285,23.5443821577192
150,MDV,1990,80.0,1.31511182921888,107.55,57664.0,74.21,77.14,2.7519731468896698,1237.521539865285,3.3333333333333304
151,MEA,1990,3325841.99951172,9.215360471714892,58.4155981408731,139666927.0,60.731670752019994,59.4200408377361,2.7519731468896698,1184.9837350405,1.77524062576496
152,MEX,1990,1051510.0,3.2033878492227204,59.84,59951345.0,73.87,65.92,5.6964822120725,1185.04036756694,35.8856966485764
153,MHL,1990,78460.0,-0.475437097513947,67.4938481231068,30752.0,71.69244179359885,69.365,2.7519731468896698,1237.521539865285,31.0779996606714
154,MIC,1990,23019651.0004845,0.23678247057404198,53.2979245014053,1448802631.0,61.5101219907154,58.0918997050412,4.37096664761325,903.260735350011,34.3290033903648
155,MKD,1990,78460.0,1.31511182921888,67.4938481231068,1153600.0,71.69244179359885,69.365,2.7519731468896698,2667.53096339697,35.863153755407
156,MLI,1990,321280.0,-4.26773145119597,57.89,1970689.0,43.71,47.29,0.0477819588539345,1237.521539865285,5.48275268605709
157,MLT,1990,130.0,5.2565977346500095,81.48,320102.0,77.23,79.33,1.47796591402822,2823.5028376203495,1.09374998137355
158,MMR,1990,104280.0,1.31511182921888,25.5,10434244.0,42.72,43.39,2.7519731468896698,44.102848035157606,60.008568718058605
159,MNA,1990,2069361.99951172,9.03122650846339,58.7777983512043,117128582.0,59.3260350540619,58.668203633511894,2.7519731468896698,730.7511032067529,2.14823790657279
160,MNE,1990,78460.0,1.31511182921888,67.4938481231068,291283.0,71.69244179359885,69.365,2.7519731468896698,1237.521539865285,46.542750929368
161,MNG,1990,1256560.0,-5.09644014944722,132.58,1245683.0,225.0,134.78,2.7519731468896698,1489.3699823042903,8.069208784984161
162,MNP,1990,78460.0,1.31511182921888,67.4938481231068,41054.0,71.69244179359885,69.365,2.7519731468896698,1237.521539865285,31.0779996606714
163,MOZ,1990,476800.0,-0.41030460996000795,30.14,3246823.0,60.25,57.57,2.7519731468896698,42.1950934806117,55.1616266944734
164,MRT,1990,396560.0,-4.30371563338451,63.19,799966.0,63.73,63.2,2.7519731468896698,1237.521539865285,0.40263898321529096
165,MUS,1990,1110.0,6.42594403741184,45.67,464802.0,107.27,89.96,0.21315536642671,670.586290760549,20.246304667054698
166,MWI,1990,42180.0,1.9956434178637799,61.19,1087160.0,50.7,46.21,0.030359179246537,1237.521539865285,41.3237165888842
167,MYS,1990,67566.0009765625,5.9803035736922405,58.66,8977771.0,59.89,53.65,2.07723263772288,1157.36016058726,68.1053112159489
168,NAC,1990,4947163.00000012,0.540618117147275,77.5755464607811,209231872.0,79.66883692819891,77.4596761353501,4.33619940912787,12158.0891054318,35.65117898214879
169,NAM,1990,386620.0,-1.29226993362704,89.88,396284.0,54.95,81.8,2.7519731468896698,1237.521539865285,10.642665403442301
170,NCL,1990,2320.0,1.1745710195533,72.08,101816.0,114.74,83.04,2.7519731468896698,1237.521539865285,45.8971553610503
171,NER,1990,330470.0,-4.31406054342519,46.28,1233527.0,44.68,45.75,2.7519731468896698,1237.521539865285,1.53548590826557
172,NGA,1990,615860.0,8.930677761855279,60.21,28259055.0,48.1,49.19,2.7519731468896698,87.0789481837722,18.922450234417
173,NIC,1990,40250.0,-2.2192645565484503,45.32,2215050.0,56.52,49.5,0.761549612236859,306.22264542820096,37.510387236164206
174,NLD,1990,20060.0,3.468277547838,106.08,10269295.0,90.47,103.31,2.7519731468896698,5218.20204113163,10.2191943127962
175,NOR,1990,9760.0,1.5822209164303702,102.22,3051994.0,135.25,109.06,10.1224708596585,23353.915019617,33.216152815658496
176,NPL,1990,41443.9990234375,2.08661083324824,70.02,1673891.0,62.82,65.17,0.272800805031178,35.1749900214107,33.6853146853147
177,NRU,1990,4.00000005960464,1.31511182921888,83.31,9505.0,73.55,75.6,2.7519731468896698,1237.521539865285,0.0
178,NZL,1990,161820.0,-0.767363480054328,67.54,2821739.0,75.47,65.05,5.6661315303599,8972.310649288249,36.6791994227337
179,OED,1990,13209044.0063477,2.22690161692188,87.1513265189403,784169129.0,85.924595629929,85.7705443414733,4.030313922906029,6691.73097037106,30.8816297381355
180,OMN,1990,10800.0,-4.0435654226535895,39.69,1197875.0,63.89,52.69,0.952947109466461,2186.89178279413,0.00646203554119548
181,OSS,1990,803396.000061035,1.31511182921888,83.3317997734195,7915688.0,85.584124933822,84.4138199753775,7.73963419003916,1237.521539865285,27.783280394029497
182,PAK,1990,352060.0,1.41643007889137,56.13,32914428.0,67.67,60.53,0.30262170587893394,277.43220419463603,3.27807181403072
183,PAN,1990,21240.0,5.84505222153535,65.12,1331915.0,124.15,92.81,1.34293560072898,833.283757199163,67.7966101694915
184,PER,1990,218360.0,-6.9509800252634095,56.21,15207438.0,46.94,50.38,47.0623513294602,540.291153727989,60.87578125
185,PHL,1990,111400.0,0.449365920243721,48.23,29082060.0,72.99,67.48,8.17957925609778,361.04600101203397,21.9841030284737
186,PLW,1990,78460.0,1.31511182921888,67.4938481231068,10479.0,71.69244179359885,69.365,2.7519731468896698,1237.521539865285,31.0779996606714
187,PNG,1990,8770.0,-5.29927919219737,66.38,692099.0,72.05,69.17,58.1689039985291,1237.521539865285,74.2547365631763
188,POL,1990,187930.0,1.31511182921888,114.75,23350476.0,133.15,110.34,10.048580708673,3272.30231066893,28.9953965196382
189,PRE,1990,6610580.0,6.77967758291041,64.3511635737914,117638402.0,59.3699522338438,60.37367191959971,2.7519731468896698,185.647148444137,31.989458402504802
190,PRI,1990,4350.0,-3.7017081133196403,132.95,3287359.0,136.81,133.56,2.7519731468896698,1237.521539865285,32.3562570462232
191,PRK,1990,25180.0,1.31511182921888,98.78,11847897.0,99.39,91.54,2.7519731468896698,1237.41847826355,68.10896104974671
192,PRT,1990,39630.0,4.17732901101544,84.23,4783459.0,115.55,100.66,2.9066669151893803,2541.86575911695,37.551912568306
193,PRY,1990,171590.0,1.3859946957689397,69.43,2056550.0,71.88,63.32,0.0525339770336335,504.33121064352,53.2519506670023
194,PSE,1990,3750.0,1.31511182921888,67.4938481231068,1339452.0,71.69244179359885,69.365,2.7519731468896698,1237.521539865285,1.50830563516712
195,PSS,1990,7574.000000059599,2.69417063970205,90.8133580232835,533904.0,95.6253671533395,94.24548382785879,0.17420605347319598,1237.521539865285,61.550270824572
196,PST,1990,11462064.0063477,2.1967991439072,89.1623541639707,714114679.0,87.0331008737289,87.9259395624028,3.2607708194782203,7479.26503134032,31.1253675408706
197,PYF,1990,430.0,0.0635162950925832,91.72,115649.0,93.68,92.97,2.7519731468896698,1237.521539865285,15.027322404371601
198,QAT,1990,610.0,1.31511182921888,79.27,441919.0,57.11,69.55,0.152593797648884,9591.03716736864,0.0
199,ROU,1990,147690.0,1.31511182921888,118.55,12347321.0,82.06,94.1,4.13457569838293,2924.5962657695,27.778504469151898
